fecha,cierre_martes,fuente_precio,open_interest,noncomm_long,noncomm_short,noncomm_spreads,comm_long,comm_short,nonrep_long,nonrep_short,mm_long,mm_short,mm_spreads,swap_long,swap_short,swap_spreads,prod_long,prod_short,other_long,other_short,other_spreads,conc_4_long,conc_4_short,conc_8_long,conc_8_short,traders_total,traders_noncomm_long,traders_noncomm_short
2002-07-09,316.1,gc_futuro,169837,45598,22970,19320,54081,115807,50838,11740,,,,,,,,,,,,7.4,40.6,12.2,48.2,157,77,31
2002-07-16,317.2,gc_futuro,173241,47062,23151,19092,55729,120093,51358,10905,,,,,,,,,,,,7.2,42.2,12.5,50.3,164,86,26
2002-07-23,312.7,gc_futuro,171233,48196,21958,19070,51743,118696,52224,11509,,,,,,,,,,,,7.6,42.8,12.8,51.1,166,87,27
2002-07-30,303.7,gc_futuro,147221,27460,27075,16648,63814,96047,39299,7451,,,,,,,,,,,,8.5,41.7,14.1,46.9,147,62,32
2002-08-06,305.5,gc_futuro,140484,24859,23882,14521,58217,89596,42887,12485,,,,,,,,,,,,9.1,36.9,15.2,43.9,139,58,31
2002-08-13,314.2,gc_futuro,144723,25632,26108,14875,63031,92463,41185,11277,,,,,,,,,,,,11.8,34.8,18.4,44.3,145,63,30
2002-08-20,308.7,gc_futuro,149693,28280,23572,15629,63419,97708,42365,12784,,,,,,,,,,,,10.2,36.8,17.1,45.3,143,69,24
2002-08-27,312.3,gc_futuro,150531,27532,25150,16028,63271,97340,43700,12013,,,,,,,,,,,,11.4,37.0,17.7,45.6,144,73,21
2002-09-03,313.4,gc_futuro,149202,29706,23591,15707,57919,98586,45870,11318,,,,,,,,,,,,11.8,37.7,17.3,46.5,144,74,22
2002-09-10,317.9,gc_futuro,161170,45693,25872,15349,49522,110002,50606,9947,,,,,,,,,,,,11.2,38.1,15.9,49.1,162,93,21
2002-09-17,317.0,gc_futuro,164036,46110,20924,14975,50462,116966,52489,11171,,,,,,,,,,,,11.2,37.4,15.4,48.6,156,93,15
2002-09-24,325.9,gc_futuro,187501,68074,25893,13362,49259,137650,56806,10596,,,,,,,,,,,,13.3,36.0,18.3,50.4,180,101,24
2002-10-01,320.9,gc_futuro,178261,67739,25037,14793,44523,128220,51206,10211,,,,,,,,,,,,13.1,39.3,19.0,52.6,171,89,24
2002-10-08,318.2,gc_futuro,173762,61992,24320,14984,46732,123359,50054,11099,,,,,,,,,,,,11.3,39.7,18.2,52.6,166,88,27
2002-10-15,312.6,gc_futuro,158344,40830,24916,15475,56350,105202,45689,12751,,,,,,,,,,,,10.6,41.0,17.1,52.9,151,71,28
2002-10-22,313.0,gc_futuro,155085,34838,25376,15556,58942,100539,45749,13614,,,,,,,,,,,,11.9,37.8,18.1,47.5,145,64,32
2002-10-29,317.7,gc_futuro,152205,33696,18365,16399,56328,105184,45782,12257,,,,,,,,,,,,13.8,31.3,19.8,44.3,142,63,29
2002-11-05,318.2,gc_futuro,152269,38982,18997,15799,49341,106044,48147,11429,,,,,,,,,,,,14.3,33.8,20.9,47.4,144,67,29
2002-11-12,324.5,gc_futuro,174682,57600,20693,18546,43611,122035,54925,13408,,,,,,,,,,,,12.3,34.0,18.7,48.1,159,81,30
2002-11-19,318.6,gc_futuro,169985,56665,18809,18411,43159,118941,51750,13824,,,,,,,,,,,,13.0,36.3,19.6,49.8,156,85,25
2002-11-26,317.7,gc_futuro,166371,52488,14934,16638,47799,119364,49446,15435,,,,,,,,,,,,14.3,39.8,20.8,54.9,126,78,9
2002-12-03,320.2,gc_futuro,158433,48545,15584,16944,41407,109565,51537,16340,,,,,,,,,,,,13.9,37.2,19.7,53.7,132,81,9
2002-12-10,323.5,gc_futuro,180754,73216,21857,13926,37865,128689,55747,16282,,,,,,,,,,,,16.0,36.6,21.6,54.1,157,97,14
2002-12-17,337.4,gc_futuro,205550,86949,31749,15914,36725,138211,65962,19676,,,,,,,,,,,,14.2,34.3,19.9,52.5,169,96,25
2002-12-23,345.1,gc_futuro,201761,86100,28995,15893,36551,140004,63217,16869,,,,,,,,,,,,12.5,38.9,18.6,56.5,175,97,29
2002-12-31,347.6,gc_futuro,206914,88002,28497,17128,39250,143666,62534,17623,,,,,,,,,,,,12.3,36.9,18.5,55.0,173,99,22
2003-01-07,347.3,gc_futuro,215299,93664,30101,17965,40513,149899,63157,17334,,,,,,,,,,,,12.4,36.4,18.7,52.5,174,100,24
2003-01-14,352.0,gc_futuro,214684,93046,32384,18688,38005,142982,64945,20630,,,,,,,,,,,,13.5,36.4,19.8,52.9,178,100,27
2003-01-21,357.3,gc_futuro,218286,95013,33331,19498,35901,144173,67874,21284,,,,,,,,,,,,13.7,35.8,20.2,52.1,181,100,30
2003-01-28,370.0,gc_futuro,229819,91912,35045,23931,36327,149177,77649,21666,,,,,,,,,,,,14.6,36.1,20.6,52.3,170,96,30
2003-02-04,379.0,gc_futuro,241161,105154,38340,23149,35779,162286,77079,17386,,,,,,,,,,,,16.0,36.4,21.9,54.3,189,109,29
2003-02-11,362.5,gc_futuro,216608,89620,39511,21427,45786,140146,59775,15524,,,,,,,,,,,,15.2,37.8,21.4,54.8,172,91,28
2003-02-14,351.9,gc_futuro,202671,69759,33952,21318,54707,132506,56887,14895,,,,,,,,,,,,12.1,38.2,19.1,54.6,165,91,27
2003-02-25,352.3,gc_futuro,196138,60864,33899,20640,57629,126289,57005,15310,,,,,,,,,,,,8.7,38.4,14.9,54.3,171,84,32
2003-03-04,353.2,gc_futuro,189928,60149,29173,19226,56069,127232,54484,14297,,,,,,,,,,,,9.3,41.7,15.6,57.7,160,80,26
2003-03-11,350.5,gc_futuro,193841,62022,28473,21363,56078,130668,54378,13337,,,,,,,,,,,,10.1,41.7,16.8,58.1,167,90,24
2003-03-18,337.6,gc_futuro,189983,51897,30476,21117,65053,121895,51916,16495,,,,,,,,,,,,13.3,40.6,18.9,53.4,164,89,27
2003-03-25,328.4,gc_futuro,182966,45220,15690,19943,73435,130380,44368,16953,,,,,,,,,,,,16.9,40.0,23.0,52.6,158,77,29
2003-04-01,334.3,gc_futuro,171558,40659,16292,18959,69948,119919,41992,16388,,,,,,,,,,,,16.6,37.1,23.4,51.0,152,73,22
2003-04-08,322.2,gc_futuro,173293,45496,19799,18169,66333,118940,43295,16385,,,,,,,,,,,,17.0,35.0,23.3,49.4,165,82,25
2003-04-15,324.9,gc_futuro,180817,47667,26362,20057,67965,116587,45128,17811,,,,,,,,,,,,17.3,30.6,24.0,45.3,170,83,27
2003-04-22,334.4,gc_futuro,177869,50301,25224,20813,62217,114835,44538,16997,,,,,,,,,,,,17.5,29.2,24.1,42.0,176,82,29
2003-04-29,333.7,gc_futuro,176123,49345,24578,19687,61323,114157,45768,17701,,,,,,,,,,,,17.5,28.1,23.1,40.4,177,83,31
2003-05-06,342.5,gc_futuro,178933,53877,14586,20379,59479,129288,45198,14680,,,,,,,,,,,,16.0,30.2,21.7,43.1,174,85,25
2003-05-13,350.0,gc_futuro,183957,58093,15673,21509,57917,131631,46438,15144,,,,,,,,,,,,17.8,29.6,22.7,42.6,175,85,27
2003-05-20,366.3,gc_futuro,196238,79694,13953,22060,45003,143069,49481,17156,,,,,,,,,,,,14.5,28.9,20.5,44.1,188,96,32
2003-05-27,367.8,gc_futuro,206318,78295,9546,22982,44032,141663,61009,32127,,,,,,,,,,,,14.8,28.4,21.4,42.6,154,78,23
2003-06-03,365.2,gc_futuro,205219,94155,9108,20688,47320,160932,43056,14491,,,,,,,,,,,,18.1,32.1,25.4,46.2,178,88,25
2003-06-10,352.2,gc_futuro,201381,79118,13519,21911,51645,145025,48707,20926,,,,,,,,,,,,14.8,28.7,21.2,41.5,179,82,30
2003-06-17,363.2,gc_futuro,199642,81499,17324,23119,51869,146075,43155,13124,,,,,,,,,,,,14.3,32.1,20.4,45.1,193,100,26
2003-06-24,346.3,gc_futuro,192790,65690,16806,23928,59389,136408,43783,15648,,,,,,,,,,,,11.6,33.3,18.1,44.5,178,84,27
2003-07-01,351.4,gc_futuro,187164,59522,14308,24897,60916,132919,41829,15040,,,,,,,,,,,,11.8,33.9,17.9,45.4,176,86,26
2003-07-08,344.1,gc_futuro,187327,56977,15649,25219,63710,132545,41421,13914,,,,,,,,,,,,11.9,34.2,17.8,45.5,174,85,24
2003-07-15,342.1,gc_futuro,186983,51045,23530,28489,66125,119797,41324,15167,,,,,,,,,,,,12.8,31.0,18.0,42.8,172,85,30
2003-07-22,350.6,gc_futuro,192848,60068,20659,26767,62487,130912,43526,14510,,,,,,,,,,,,12.0,33.1,18.6,45.1,177,96,23
2003-07-29,361.7,gc_futuro,238119,93311,17864,28341,57122,167454,59345,24460,,,,,,,,,,,,12.3,35.1,17.7,45.2,190,113,17
2003-08-05,349.6,gc_futuro,200599,75623,17812,26154,52412,145598,46410,11035,,,,,,,,,,,,9.9,35.8,15.3,47.9,174,101,19
2003-08-12,358.5,gc_futuro,209187,84578,18065,26184,49254,151016,49171,13922,,,,,,,,,,,,10.2,34.9,14.6,47.3,189,111,21
2003-08-19,361.6,gc_futuro,229142,104223,14225,26558,48481,174211,49880,14148,,,,,,,,,,,,10.9,34.5,15.6,47.0,205,131,15
2003-08-26,365.8,gc_futuro,243009,117340,17113,25910,47524,184612,52235,15374,,,,,,,,,,,,11.2,34.6,16.2,48.6,208,130,19
2003-09-02,373.2,gc_futuro,274981,146230,23383,24647,45994,209840,58110,17111,,,,,,,,,,,,12.6,33.1,17.9,47.1,227,141,24
2003-09-09,381.7,gc_futuro,283325,151530,36438,25111,46865,204805,59819,16971,,,,,,,,,,,,12.5,34.8,17.5,48.2,239,148,31
2003-09-16,373.5,gc_futuro,283175,144818,39002,26176,52270,200273,59911,17724,,,,,,,,,,,,12.6,36.2,17.6,50.3,228,139,30
2003-09-23,385.9,gc_futuro,291738,146587,38919,29543,53760,204257,61848,19019,,,,,,,,,,,,12.9,35.2,18.3,48.0,244,143,37
2003-09-30,385.4,gc_futuro,277922,136571,41383,24867,56237,193254,60247,18418,,,,,,,,,,,,13.5,37.4,19.0,50.6,238,140,42
2003-10-07,377.2,gc_futuro,255935,110811,30046,25505,66122,182162,53497,18222,,,,,,,,,,,,12.4,37.1,18.6,50.8,225,118,42
2003-10-14,375.7,gc_futuro,246133,108615,31723,23159,60855,174060,53504,17191,,,,,,,,,,,,11.8,36.7,17.9,51.7,223,119,41
2003-10-21,381.7,gc_futuro,252897,115942,35078,23405,58549,177380,55001,17034,,,,,,,,,,,,11.5,37.1,18.1,51.3,232,128,41
2003-10-28,383.2,gc_futuro,261514,126193,35580,21221,55341,183200,58759,21513,,,,,,,,,,,,14.1,33.6,20.5,47.9,233,132,39
2003-11-04,379.9,gc_futuro,262696,119702,35092,22201,60871,184866,59922,20537,,,,,,,,,,,,13.5,34.9,19.6,49.2,221,113,45
2003-11-11,388.1,gc_futuro,270895,124456,41878,23951,63501,186704,58987,18362,,,,,,,,,,,,13.6,34.0,19.5,48.0,245,128,54
2003-11-18,397.6,gc_futuro,285620,136229,43069,21287,60181,194784,67923,26480,,,,,,,,,,,,14.0,34.4,19.7,48.1,241,133,48
2003-11-25,391.1,gc_futuro,285510,134093,26065,15786,67023,217576,68608,26083,,,,,,,,,,,,14.1,36.8,20.0,50.3,213,128,28
2003-12-02,403.7,gc_futuro,278759,142642,29787,15813,56851,215807,63453,17352,,,,,,,,,,,,14.7,35.8,20.7,50.8,231,139,30
2003-12-09,408.2,gc_futuro,276302,140647,33619,16022,53459,206979,66174,19682,,,,,,,,,,,,14.9,33.9,20.9,50.5,228,136,30
2003-12-16,407.7,gc_futuro,278928,148033,31925,18093,49454,211647,63348,17263,,,,,,,,,,,,15.5,34.3,21.4,48.7,238,148,26
2003-12-22,410.6,gc_futuro,273517,143783,35511,17145,49352,203489,63237,17372,,,,,,,,,,,,15.3,33.8,20.8,48.5,235,144,27
2003-12-30,416.9,gc_futuro,278641,146647,34047,18234,48694,208608,65066,17752,,,,,,,,,,,,15.1,34.8,20.6,49.7,231,138,26
2004-01-06,422.8,gc_futuro,284500,151691,35706,18156,49723,210164,64930,20474,,,,,,,,,,,,15.4,34.0,21.5,48.2,242,142,31
2004-01-13,423.7,gc_futuro,300273,147745,40513,23929,61098,218408,67501,17423,,,,,,,,,,,,14.7,32.9,20.4,48.1,239,135,38
2004-01-20,412.7,gc_futuro,277381,125320,40285,22862,68541,196700,60658,17534,,,,,,,,,,,,13.8,33.9,19.0,48.6,227,132,37
2004-01-27,410.0,gc_futuro,275490,118100,32044,19837,66120,199090,71433,24519,,,,,,,,,,,,12.6,32.9,17.6,48.3,212,127,33
2004-02-03,399.2,gc_futuro,236512,95128,27564,17789,66869,176314,56726,14845,,,,,,,,,,,,13.8,34.6,19.4,50.4,201,112,33
2004-02-10,406.4,gc_futuro,237396,95652,35366,17384,62967,169358,61393,15288,,,,,,,,,,,,13.7,30.4,19.4,46.7,204,121,27
2004-02-17,416.0,gc_futuro,241858,106632,36327,16990,58109,177706,60127,10835,,,,,,,,,,,,14.6,31.0,20.1,46.4,215,129,31
2004-02-24,404.5,gc_futuro,241721,95788,32730,21656,64021,168520,60256,18815,,,,,,,,,,,,12.0,30.4,17.1,43.7,213,114,40
2004-03-02,393.5,gc_futuro,237352,83802,39923,18072,70486,160877,64992,18480,,,,,,,,,,,,10.8,29.1,16.0,42.6,204,108,41
2004-03-09,404.2,gc_futuro,230009,95130,34591,17981,58037,164459,58861,12978,,,,,,,,,,,,11.9,29.3,16.6,44.3,217,122,35
2004-03-16,402.4,gc_futuro,245495,98116,35637,17293,65943,176447,64143,16118,,,,,,,,,,,,11.3,28.8,15.7,42.6,220,129,31
2004-03-23,419.8,gc_futuro,281839,144353,41842,17049,49762,204617,70675,18331,,,,,,,,,,,,14.4,27.7,19.8,43.2,238,134,42
2004-03-30,421.7,gc_futuro,295044,159753,34615,15626,53537,231882,66128,12921,,,,,,,,,,,,16.2,28.4,22.4,46.5,243,140,40
2004-04-06,418.9,gc_futuro,305661,176285,32032,15485,47013,243320,66878,14824,,,,,,,,,,,,15.3,29.9,21.8,47.8,250,150,36
2004-04-12,420.1,gc_futuro,305423,174575,35879,15305,48309,239183,67234,15056,,,,,,,,,,,,15.3,29.5,21.8,46.8,244,138,42
2004-04-20,397.7,gc_futuro,255395,109438,36162,22133,60461,182891,63363,14209,,,,,,,,,,,,11.5,32.3,17.0,48.1,234,128,37
2004-04-27,398.6,gc_futuro,246504,98229,40425,22376,68224,169845,57675,13858,,,,,,,,,,,,13.3,29.5,18.2,46.5,236,131,42
2004-05-04,391.4,gc_futuro,246863,91845,37182,28082,72166,161564,54770,20035,,,,,,,,,,,,14.1,27.8,19.3,44.0,222,124,41
2004-05-11,376.9,gc_futuro,254742,86776,48760,29688,83705,153147,54573,23147,,,,,,,,,,,,14.5,26.6,20.7,38.9,221,118,47
2004-05-18,375.8,gc_futuro,253647,82288,54775,29866,87190,144769,54303,24237,,,,,,,,,,,,14.6,25.2,20.0,36.5,222,113,48
2004-05-25,388.3,gc_futuro,252665,76713,54504,30885,88917,138156,56150,29120,,,,,,,,,,,,16.2,23.7,21.6,35.3,221,99,61
2004-06-01,394.6,gc_futuro,228721,78293,46310,23929,76601,136960,49898,21522,,,,,,,,,,,,16.5,25.6,22.0,40.5,211,99,52
2004-06-08,391.0,gc_futuro,225921,78878,48547,23600,74331,134807,49112,18967,,,,,,,,,,,,16.2,25.3,22.1,39.2,213,104,47
2004-06-15,388.1,gc_futuro,223243,80534,51418,23793,70809,127617,48107,20415,,,,,,,,,,,,15.7,22.7,22.5,36.7,204,99,48
2004-06-22,395.0,gc_futuro,219524,83340,43442,23551,64397,134977,48236,17554,,,,,,,,,,,,15.9,22.7,22.0,38.0,201,104,41
2004-06-29,392.5,gc_futuro,226773,86673,46506,20648,68603,140786,50849,18833,,,,,,,,,,,,16.2,21.8,22.7,36.8,211,109,46
2004-07-06,392.6,gc_futuro,226957,82019,50616,21402,73312,136553,50224,18386,,,,,,,,,,,,17.6,22.4,23.0,35.9,211,106,49
2004-07-13,402.0,gc_futuro,247735,112049,41615,20104,63996,170313,51586,15703,,,,,,,,,,,,14.2,23.9,21.5,43.2,222,117,45
2004-07-20,401.9,gc_futuro,256572,114160,43702,18114,71997,177908,52301,16848,,,,,,,,,,,,14.4,24.2,21.8,44.4,219,116,47
2004-07-27,387.0,gc_futuro,232007,78464,45149,23039,70511,137016,59993,26803,,,,,,,,,,,,16.4,23.0,22.9,37.4,200,89,54
2004-08-03,394.0,gc_futuro,217814,81545,47091,18822,71215,134926,46232,16975,,,,,,,,,,,,17.0,25.8,24.8,39.8,196,90,48
2004-08-10,400.0,gc_futuro,219062,85056,38949,18243,68536,146879,47227,14991,,,,,,,,,,,,16.8,27.4,24.5,42.3,200,100,46
2004-08-17,404.4,gc_futuro,227948,91881,38091,18625,68688,155438,48754,15794,,,,,,,,,,,,17.9,28.1,25.1,44.1,209,106,46
2004-08-24,403.0,gc_futuro,259849,126481,41720,17974,64326,184274,51068,15881,,,,,,,,,,,,17.5,27.2,26.7,44.3,224,118,48
2004-08-31,410.4,gc_futuro,269575,130720,50223,18863,66831,184906,53161,15583,,,,,,,,,,,,17.8,27.4,27.3,44.6,222,113,50
2004-09-07,397.4,gc_futuro,256711,111967,49824,17343,72594,171923,54807,17621,,,,,,,,,,,,16.8,26.6,24.9,44.3,217,107,55
2004-09-14,405.7,gc_futuro,249885,101047,46191,17678,76180,170130,54980,15886,,,,,,,,,,,,17.4,27.3,25.1,44.5,217,103,56
2004-09-21,408.3,gc_futuro,256086,108228,43901,17203,76546,179508,54109,15474,,,,,,,,,,,,19.1,27.3,26.5,44.9,223,110,48
2004-09-28,412.5,gc_futuro,266565,124815,42697,16970,69397,191559,55383,15339,,,,,,,,,,,,18.9,28.4,26.1,45.6,239,127,48
2004-10-05,418.2,gc_futuro,296592,162941,48849,16126,61921,216187,55604,15430,,,,,,,,,,,,21.3,30.1,30.0,47.1,260,135,59
2004-10-12,415.1,gc_futuro,302197,165529,50392,16282,59577,217073,60809,18450,,,,,,,,,,,,20.8,31.0,28.7,47.7,252,131,56
2004-10-19,420.3,gc_futuro,305225,172649,51735,16231,60297,219891,56048,17368,,,,,,,,,,,,20.5,30.1,30.2,47.7,254,136,56
2004-10-26,426.8,gc_futuro,321849,185342,57447,16780,60217,223855,59510,23767,,,,,,,,,,,,22.3,28.9,31.3,46.4,261,136,59
2004-11-02,420.0,gc_futuro,313532,176069,64632,15394,63188,213245,58881,20261,,,,,,,,,,,,23.0,29.5,32.0,47.6,252,127,63
2004-11-09,435.7,gc_futuro,342146,187528,69675,22898,69495,231763,62225,17810,,,,,,,,,,,,21.7,28.9,29.8,45.6,269,137,61
2004-11-16,440.2,gc_futuro,362336,196371,73370,28206,73269,239496,64490,21264,,,,,,,,,,,,22.8,28.3,30.6,45.8,284,149,63
2004-11-23,447.8,gc_futuro,352638,202921,64289,25983,60802,237632,62932,24734,,,,,,,,,,,,23.0,29.0,30.0,48.2,276,154,55
2004-11-30,451.3,gc_futuro,345646,201218,72765,17948,66242,234572,60238,20361,,,,,,,,,,,,23.8,28.9,31.8,46.6,267,147,58
2004-12-07,452.0,gc_futuro,353244,211208,78861,16575,67132,236389,58329,21419,,,,,,,,,,,,25.9,30.3,33.7,47.3,252,143,52
2004-12-14,435.9,gc_futuro,316029,160002,72208,17282,84079,206877,54666,19662,,,,,,,,,,,,25.1,28.3,32.8,46.7,231,129,43
2004-12-21,441.8,gc_futuro,319955,162396,72143,18771,84261,210579,54527,18462,,,,,,,,,,,,25.9,29.7,33.5,47.7,234,128,45
2004-12-28,444.3,gc_futuro,330965,169514,70761,19125,85507,223002,56819,18077,,,,,,,,,,,,25.9,29.1,33.2,47.6,231,129,41
2005-01-04,428.5,gc_futuro,302298,140471,67228,16838,89301,195043,55688,23189,,,,,,,,,,,,23.7,29.1,31.3,48.4,221,118,46
2005-01-11,421.9,gc_futuro,275461,109497,72710,19170,94433,164780,52361,18801,,,,,,,,,,,,22.0,28.8,28.9,45.2,212,108,47
2005-01-18,423.2,gc_futuro,275630,107825,78259,20038,93319,156259,54448,21074,,,,,,,,,,,,22.7,27.7,29.1,42.4,216,108,50
2005-01-25,422.0,gc_futuro,273430,107378,79033,18722,86831,146415,60499,29260,,,,,,,,,,,,23.8,27.5,30.1,42.3,213,108,47
2005-02-01,420.8,gc_futuro,253116,102388,74270,15382,87665,145237,47681,18227,,,,,,,,,,,,24.8,28.4,32.3,45.2,202,100,53
2005-02-08,412.6,gc_futuro,255424,97630,86455,15041,95269,133451,47484,20477,,,,,,,,,,,,23.7,26.4,30.5,43.5,205,92,58
2005-02-15,425.9,gc_futuro,262589,109421,87714,15731,88032,139509,49405,19635,,,,,,,,,,,,24.6,26.2,31.0,43.9,207,101,52
2005-02-22,434.5,gc_futuro,267860,119318,80413,17941,77524,151123,53077,18383,,,,,,,,,,,,25.3,26.6,31.7,44.6,207,103,44
2005-03-01,432.9,gc_futuro,287761,135741,79060,19973,78389,169645,53658,19083,,,,,,,,,,,,26.3,27.4,32.2,45.2,218,108,44
2005-03-08,440.3,gc_futuro,296335,143930,73453,20514,75163,184237,56728,18131,,,,,,,,,,,,25.9,27.6,31.5,44.4,222,119,41
2005-03-15,440.9,gc_futuro,335503,178724,67602,21632,78689,226180,56458,20089,,,,,,,,,,,,27.8,27.1,36.2,43.4,236,124,50
2005-03-22,431.3,gc_futuro,299531,148089,56328,21920,74842,200820,54680,20463,,,,,,,,,,,,26.1,29.2,33.4,46.6,222,118,48
2005-03-29,426.0,gc_futuro,281601,139491,37970,19722,70361,204216,52027,19693,,,,,,,,,,,,26.1,34.6,33.5,51.2,205,109,38
2005-04-05,424.5,gc_futuro,272946,143487,37223,17593,66117,201057,45749,17073,,,,,,,,,,,,28.4,35.9,36.6,52.8,205,107,44
2005-04-12,427.6,gc_futuro,279545,150611,37267,18207,64126,206155,46601,17916,,,,,,,,,,,,28.5,34.6,36.2,51.7,215,114,47
2005-04-19,432.9,gc_futuro,280432,152815,38423,20037,61372,204959,46208,17013,,,,,,,,,,,,27.1,34.5,34.3,49.9,223,122,43
2005-04-26,437.9,gc_futuro,302084,173826,36049,19296,57612,226901,51350,19838,,,,,,,,,,,,25.6,32.7,33.7,48.8,226,121,44
2005-05-03,426.7,gc_futuro,290539,153914,46186,20270,67838,205533,48517,18550,,,,,,,,,,,,25.1,33.5,33.3,47.8,226,115,54
2005-05-10,427.2,gc_futuro,282478,134719,54341,19727,79372,187921,48660,20489,,,,,,,,,,,,25.1,33.8,32.7,46.8,229,110,58
2005-05-17,419.4,gc_futuro,274382,124569,68625,20727,81363,161224,47723,23806,,,,,,,,,,,,25.1,31.6,31.0,43.0,232,112,64
2005-05-24,417.5,gc_futuro,272748,114965,75456,19646,91915,152378,46222,25268,,,,,,,,,,,,24.8,29.0,31.1,40.5,228,106,66
2005-05-31,416.3,gc_futuro,255995,113002,80037,18579,80741,133737,43673,23642,,,,,,,,,,,,26.9,32.4,33.7,43.2,224,98,70
2005-06-07,424.8,gc_futuro,252151,111796,72689,21766,71621,138673,46968,19023,,,,,,,,,,,,24.2,34.3,30.6,45.5,225,101,65
2005-06-14,427.5,gc_futuro,257034,119458,62597,22054,65549,153639,49973,18744,,,,,,,,,,,,23.7,34.2,29.3,48.1,224,112,54
2005-06-21,438.9,gc_futuro,289771,162238,53728,21105,51923,195985,54505,18953,,,,,,,,,,,,27.6,36.2,33.2,49.4,259,139,55
2005-06-28,436.4,gc_futuro,303385,175520,45589,24791,49769,215343,53305,17662,,,,,,,,,,,,25.6,35.1,32.0,49.1,251,137,49
2005-07-05,422.9,gc_futuro,281186,146733,41859,23779,54747,195088,55927,20460,,,,,,,,,,,,21.1,37.7,27.5,51.5,232,125,48
2005-07-12,426.3,gc_futuro,269891,124585,50863,23532,66138,177046,55636,18450,,,,,,,,,,,,21.1,36.4,26.2,50.7,235,123,50
2005-07-19,419.7,gc_futuro,270001,116572,62461,23347,75991,160039,54091,24154,,,,,,,,,,,,21.5,33.1,26.4,46.0,248,127,59
2005-07-26,423.4,gc_futuro,256886,110685,61663,20454,68301,151110,57446,23659,,,,,,,,,,,,24.0,35.0,29.5,47.4,235,109,66
2005-08-02,431.9,gc_futuro,244488,118941,53372,18462,55334,155141,51751,17513,,,,,,,,,,,,26.0,38.5,31.8,51.4,223,113,60
2005-08-09,434.2,gc_futuro,287839,168613,50914,19873,48576,199406,50777,17646,,,,,,,,,,,,31.9,36.4,38.9,49.5,249,128,61
2005-08-16,446.1,gc_futuro,331633,208558,50951,22514,46115,239481,54446,18687,,,,,,,,,,,,30.6,35.0,37.3,49.6,266,140,60
2005-08-23,439.4,gc_futuro,331804,206898,47211,23456,48371,242245,53079,18892,,,,,,,,,,,,30.7,36.3,37.7,51.8,268,142,60
2005-08-30,431.2,gc_futuro,291894,158841,49008,23232,58835,198485,50986,21169,,,,,,,,,,,,25.7,37.8,32.4,50.9,244,127,57
2005-09-06,444.4,gc_futuro,299192,159922,44670,26577,56461,205078,56232,22867,,,,,,,,,,,,25.2,37.2,31.7,50.0,242,124,57
2005-09-13,446.1,gc_futuro,321200,175285,48487,27202,63202,221991,55511,23520,,,,,,,,,,,,25.8,37.0,31.6,49.9,267,137,65
2005-09-20,466.2,gc_futuro,363315,219963,61837,29553,58120,245197,55679,26728,,,,,,,,,,,,26.9,33.5,33.4,44.1,297,152,74
2005-09-27,462.6,gc_futuro,366819,219648,53548,34288,53912,248026,58971,30957,,,,,,,,,,,,26.6,34.1,31.9,46.0,280,150,65
2005-10-04,466.1,gc_futuro,363529,229464,57966,26620,51172,253896,56273,25047,,,,,,,,,,,,27.1,34.1,33.1,45.6,278,148,64
2005-10-11,477.1,gc_futuro,370844,234060,56650,28970,49551,262265,58263,22959,,,,,,,,,,,,27.2,33.9,33.3,45.5,294,155,75
2005-10-18,472.1,gc_futuro,362699,224424,54000,30249,51648,251155,56378,27295,,,,,,,,,,,,27.1,34.0,33.6,46.8,280,147,74
2005-10-25,472.8,gc_futuro,339388,206809,53457,30260,54314,235105,48005,20566,,,,,,,,,,,,27.6,34.1,33.6,48.2,279,145,77
2005-11-01,458.8,gc_futuro,334470,180554,49986,30031,69529,229860,54356,24593,,,,,,,,,,,,26.1,35.1,32.1,50.5,252,129,68
2005-11-08,460.9,gc_futuro,317076,167250,44139,30469,67808,218224,51549,24244,,,,,,,,,,,,26.0,34.7,31.8,50.7,246,131,56
2005-11-15,468.1,gc_futuro,324719,177421,47735,28940,67453,221732,50905,26312,,,,,,,,,,,,26.3,32.6,32.0,48.0,258,138,58
2005-11-22,492.6,gc_futuro,350603,201765,38783,33292,56380,236621,59166,41907,,,,,,,,,,,,25.1,30.7,31.8,47.5,265,147,52
2005-11-29,499.1,gc_futuro,350225,199521,40616,29998,70700,251219,50006,28392,,,,,,,,,,,,25.5,31.1,32.4,49.6,247,135,53
2005-12-06,510.2,gc_futuro,341011,208466,41053,30240,52222,242514,50083,27204,,,,,,,,,,,,27.8,34.6,35.7,51.6,256,135,57
2005-12-13,521.0,gc_futuro,337574,189931,33600,32349,56475,237205,58819,34420,,,,,,,,,,,,25.1,37.1,31.8,51.6,248,132,50
2005-12-20,494.6,gc_futuro,324429,182723,26553,31141,55214,244745,55351,21990,,,,,,,,,,,,23.5,39.7,30.4,56.2,240,139,37
2005-12-27,508.0,gc_futuro,320115,179324,24802,31308,53560,242794,55923,21211,,,,,,,,,,,,23.4,38.8,30.1,56.6,247,147,37
2006-01-03,530.7,gc_futuro,325524,180688,29726,34714,51741,239049,58381,22035,,,,,,,,,,,,22.5,36.5,29.8,54.5,245,137,44
2006-01-10,544.3,gc_futuro,343419,184408,38602,37270,59932,240141,61809,27406,,,,,,,,,,,,23.6,33.8,30.9,50.9,255,146,50
