fecha,cierre_martes,fuente_precio,open_interest,noncomm_long,noncomm_short,noncomm_spreads,comm_long,comm_short,nonrep_long,nonrep_short,mm_long,mm_short,mm_spreads,swap_long,swap_short,swap_spreads,prod_long,prod_short,other_long,other_short,other_spreads,conc_4_long,conc_4_short,conc_8_long,conc_8_short,traders_total,traders_noncomm_long,traders_noncomm_short
2020-03-03,1642.1,gc_futuro,691985,366173,46440,85359,178134,529145,62319,31041,242921,27560,43122,109639,300310,50014,18481,178821,123252,18880,42237,17.7,28.7,24.0,42.3,368,224,57
2020-03-10,1659.1,gc_futuro,633470,336290,36759,54064,182948,511252,60168,31395,220642,10457,28414,114320,301829,38181,30447,171242,115648,26302,25650,19.1,31.5,26.4,46.6,371,201,77
2020-03-17,1524.9,gc_futuro,573925,317405,35489,50438,154761,456470,51321,31528,164979,10900,24653,95537,263868,30908,28316,161694,152426,24589,25785,21.5,34.0,29.4,48.4,330,180,73
2020-03-24,1660.2,gc_futuro,547334,317928,29562,43879,135711,447534,49816,26359,158965,1556,21309,92974,270015,19884,22853,157635,158963,28006,22570,23.4,37.1,32.7,52.9,329,192,60
2020-03-31,1583.4,gc_futuro,495652,287529,28680,32344,128083,412042,47696,22586,156820,4222,13727,81549,253299,20875,25659,137868,130709,24458,18617,21.7,37.3,31.7,53.6,317,183,55
2020-04-07,1664.8,gc_futuro,480050,279880,30938,29821,118885,394496,51464,24795,157005,4523,13524,80746,246424,18382,19757,129690,122875,26415,16297,19.3,37.7,29.3,54.4,327,192,59
2020-04-14,1756.7,gc_futuro,489965,286617,34116,33338,116839,397247,53171,25264,162412,7168,16081,78256,250413,19168,19415,127666,124205,26948,17257,18.6,37.1,27.8,53.5,339,195,66
2020-04-21,1678.2,gc_futuro,493158,282263,32692,40929,116808,396881,53158,22656,155492,9221,22148,76849,248469,21453,18506,126959,126771,23471,18781,18.0,36.6,26.9,51.9,342,199,60
2020-04-28,1710.5,gc_futuro,500816,287382,24653,44448,114902,408531,54084,23184,154025,7619,26128,74946,255649,22002,17954,130880,133357,17034,18320,17.0,36.5,25.5,52.5,342,203,54
2020-05-05,1704.4,gc_futuro,490343,275571,25567,40010,120045,401681,54717,23085,142326,9085,26395,76763,249805,25448,17834,126428,133245,16482,13615,15.6,36.5,24.7,51.9,337,203,50
2020-05-12,1704.4,gc_futuro,496739,277771,34943,35158,126023,404556,57787,22082,144015,21798,20164,78459,251816,25475,22089,127265,133756,13145,14994,15.5,35.1,24.6,49.6,333,204,45
2020-05-19,1744.2,gc_futuro,528205,295394,43606,39245,133715,423889,59851,21465,153961,26897,21376,79365,262229,32471,21879,129189,141433,16709,17869,14.4,32.6,22.9,47.2,365,220,60
2020-05-26,1704.8,gc_futuro,519374,288148,50234,39951,131977,406299,59298,22890,145566,32485,24161,77107,262963,37887,16983,105449,142582,17749,15790,15.2,28.7,23.6,43.1,351,207,61
2020-06-02,1725.2,gc_futuro,475745,272196,53162,37007,108654,365277,57888,20299,133655,33300,21159,75127,249887,15977,17550,99413,138541,19862,15848,17.1,28.2,26.7,43.6,343,202,60
2020-06-09,1714.7,gc_futuro,475661,263972,55359,46644,110115,353572,54930,20086,126407,35230,24518,76023,236589,15803,18289,101180,137565,20129,22126,17.1,28.3,26.7,43.0,338,196,64
2020-06-16,1729.6,gc_futuro,489563,277395,53047,46087,110922,368942,55159,21487,135945,31257,22596,76758,247201,16403,17761,105338,141450,21790,23491,16.9,28.0,26.5,43.1,343,202,63
2020-06-23,1772.1,gc_futuro,532101,308459,56502,47555,114410,401702,61677,26342,161593,32078,22872,74444,267566,22195,17771,111941,146866,24424,24683,17.2,27.2,26.1,42.3,367,225,60
2020-06-30,1793.0,gc_futuro,561628,328942,62272,53868,116697,418160,62121,27328,173526,34971,25341,75447,281487,21452,19798,115221,155416,27301,28527,18.4,27.2,27.0,41.8,373,222,68
2020-07-07,1804.2,gc_futuro,572776,337030,69672,54030,118424,421016,63292,28058,179810,40467,26539,72947,283186,25125,20352,112705,157220,29205,27491,18.6,26.4,26.8,40.7,374,227,66
2020-07-14,1810.6,gc_futuro,580175,330205,67777,59596,125909,427927,64465,24875,177400,42427,28953,73071,278837,30306,22532,118784,152805,25350,30643,18.5,25.8,26.4,40.0,383,227,65
2020-07-21,1842.4,gc_futuro,603138,334237,67801,71987,129690,433549,67224,29801,181256,40987,37869,71634,275235,35011,23045,123303,152981,26814,34118,18.4,24.2,25.9,38.1,389,230,67
2020-07-28,1944.7,gc_futuro,598629,312588,75787,80837,139803,418180,65401,23825,159894,42758,48772,74894,262796,44415,20494,110969,152694,33029,32065,16.1,22.4,23.0,35.1,380,220,69
2020-08-04,2001.2,gc_futuro,561837,321847,83101,53454,119109,395454,67427,29828,165357,51885,24621,79645,258400,20306,19158,116748,156490,31216,28833,17.3,24.1,25.2,37.5,381,223,70
2020-08-11,1932.6,gc_futuro,553345,306867,82814,55281,123125,391456,68072,23794,155418,57726,25020,81712,256396,21294,20119,113766,151449,25088,30261,18.1,24.8,26.1,38.6,376,221,72
2020-08-18,1999.4,gc_futuro,544010,302369,78851,51177,123511,391282,66953,22700,151016,55578,23603,82563,259342,21529,19419,110411,151353,23273,27574,18.5,25.8,26.7,41.4,363,212,63
2020-08-25,1911.8,gc_futuro,549282,301559,80521,53072,128266,394711,66385,20978,145055,58206,24833,83785,257171,22936,21545,114604,156504,22315,28239,18.4,26.4,26.9,41.8,366,211,67
2020-09-01,1968.2,gc_futuro,547704,306118,75322,50981,121254,398660,69351,22741,147175,49433,23543,80332,259878,23035,17887,115747,158943,25889,27438,18.2,27.2,27.3,41.6,358,218,57
2020-09-08,1933.0,gc_futuro,557457,313173,76700,54949,122050,403090,67285,22718,155528,51236,23207,79781,259644,24503,17766,118943,157645,25464,31742,18.0,27.1,27.1,41.0,366,218,65
2020-09-15,1956.3,gc_futuro,578925,324512,83535,59586,126290,411476,68537,24328,166571,55473,26898,81024,264269,25585,19681,121622,157941,28062,32688,17.2,26.6,26.3,40.0,379,229,68
2020-09-22,1898.6,gc_futuro,575877,309015,89955,59292,137900,404308,69670,22322,144670,63222,28603,83669,257040,33497,20734,113771,164345,26733,30689,16.7,25.3,26.0,38.8,379,218,72
2020-09-29,1894.3,gc_futuro,562396,316106,72447,48077,133657,419835,64556,22037,140320,45948,28535,80681,270017,34881,18095,114937,175786,26499,19542,17.3,27.9,26.2,43.1,370,224,59
2020-10-06,1901.1,gc_futuro,555555,320922,72335,43710,124401,412869,66522,26641,139350,44738,24956,80604,271686,26707,17090,114476,181572,27597,18754,17.7,28.5,26.9,42.9,365,218,60
2020-10-13,1888.5,gc_futuro,553197,326986,86315,42010,116429,401084,67772,23788,138169,56388,22261,80511,264652,20281,15637,116151,188817,29927,19749,17.8,29.3,27.2,43.1,374,221,67
2020-10-20,1910.4,gc_futuro,562993,340206,90602,39875,116918,411042,65994,21474,149108,58543,19728,80534,273050,20078,16306,117914,191098,32059,20147,17.7,28.8,26.8,43.4,371,220,62
2020-10-27,1908.8,gc_futuro,560900,326063,77429,49849,114210,410672,70778,22950,149140,47265,22105,78297,280691,19028,16885,110953,176923,30164,27744,17.5,27.7,26.1,42.5,360,215,59
2020-11-03,1908.5,gc_futuro,544774,321798,78889,47471,108679,398017,66826,20397,140094,49399,20953,76841,273541,16416,15422,108060,181704,29490,26518,18.0,28.2,26.9,43.7,350,207,60
2020-11-10,1875.4,gc_futuro,547449,318516,78780,53544,111142,394565,64247,20560,130105,50322,24159,75840,266407,19316,15986,108842,188411,28458,29385,17.8,27.8,26.8,43.5,362,213,67
2020-11-17,1884.5,gc_futuro,557533,329698,78428,56853,106681,401253,64301,20999,139550,49103,23555,74682,271755,15984,16015,113514,190148,29325,33298,17.8,28.8,26.7,44.4,355,211,58
2020-11-24,1804.8,gc_futuro,555253,320324,76422,60914,108625,393454,65390,24463,137503,52155,28948,74823,264001,17377,16425,112076,182821,24267,31966,18.2,28.9,27.3,44.9,331,190,60
2020-12-01,1814.1,gc_futuro,538042,324344,64030,48151,110108,403371,55439,22490,134446,48903,23399,73475,265813,18129,18504,119429,189898,15127,24752,19.3,30.5,28.9,48.9,330,201,50
2020-12-08,1870.8,gc_futuro,549520,338271,69051,51481,104016,404739,55752,24249,147844,49033,27295,71031,268881,17618,15367,118240,190427,20018,24186,19.0,30.7,28.2,48.8,327,196,56
2020-12-15,1852.3,gc_futuro,550366,340610,69026,50941,101736,408078,57079,22321,151901,50022,26853,69353,271593,18191,14192,118294,188709,19004,24088,18.8,30.5,28.0,48.4,327,199,52
2020-12-21,1879.2,gc_futuro,560769,349870,71674,52816,99303,414402,58780,21877,158194,50070,28078,68376,275734,18291,12636,120377,191676,21604,24738,18.3,30.3,27.2,49.0,339,207,53
2020-12-29,1879.7,gc_futuro,556414,341812,72940,54593,101283,408537,58726,20344,159673,50678,29447,69183,270953,19773,12327,117811,182139,22262,25146,18.3,29.9,26.8,48.8,335,209,49
2021-01-05,1952.7,gc_futuro,568888,349946,70628,59807,97405,418328,61730,20125,167096,50527,32294,66849,282312,17249,13307,118767,182850,20101,27513,18.0,29.5,25.9,49.2,350,226,42
2021-01-12,1842.9,gc_futuro,555538,313217,66990,73535,105980,396281,62806,18732,131057,52823,37857,67748,259315,23022,15210,113944,182160,14167,35678,18.4,29.5,26.8,46.7,343,209,54
2021-01-19,1839.5,gc_futuro,541330,307507,60869,73648,99444,386911,60731,19902,127161,49090,50044,67123,253695,18844,13477,114372,180346,11779,23604,18.9,30.4,27.4,47.1,332,203,49
2021-01-26,1850.7,gc_futuro,534574,313532,55986,65184,94890,393838,60968,19566,142815,46416,38435,66964,263177,17648,10278,113013,170717,9570,26749,19.0,30.8,27.8,48.2,326,202,45
2021-02-02,1830.5,gc_futuro,520011,314352,57226,56076,90132,388089,59451,18620,137062,49284,39241,64507,258337,14865,10760,114887,177290,7942,16835,19.6,32.6,28.7,48.5,323,195,45
2021-02-09,1835.3,gc_futuro,506741,309326,57919,51574,87800,379995,58041,17253,134733,47093,37196,63984,253183,14326,9490,112486,174593,10826,14378,20.2,33.4,29.5,48.7,329,200,47
2021-02-16,1797.2,gc_futuro,503016,303583,68614,49141,91152,366230,59140,19031,125997,58041,34413,64698,239943,14887,11567,111400,177586,10573,14728,20.5,33.0,30.1,47.4,339,190,62
2021-02-23,1804.4,gc_futuro,481125,284081,68348,49235,92086,343815,55723,19727,125124,56001,35977,64009,222668,17419,10658,103728,158957,12347,13258,21.2,31.5,30.8,45.4,313,181,53
2021-03-02,1733.1,gc_futuro,467008,265533,75895,53221,94844,317047,53410,20845,106608,60648,37077,63300,198608,19519,12025,98920,158925,15247,16144,21.2,31.5,30.5,43.9,329,180,68
2021-03-09,1716.6,gc_futuro,473871,254839,79676,59860,104656,312536,54516,21799,96223,66793,30316,63924,190125,26153,14579,96258,158616,12883,29544,20.3,30.4,29.5,41.9,326,174,69
2021-03-16,1730.6,gc_futuro,476467,256237,76041,54258,115396,324871,50576,21297,100669,59548,34231,64465,194866,35779,15152,94226,155568,16493,20027,19.8,30.8,28.9,41.5,331,186,66
2021-03-23,1724.7,gc_futuro,485457,262774,88707,55845,116781,318584,50057,22321,107941,64420,31391,63078,187308,38233,15470,93043,154833,24287,24454,20.5,29.8,29.2,40.7,326,178,69
2021-03-30,1683.9,gc_futuro,467321,263453,95925,42816,112072,305798,48980,22782,113009,69936,27280,63726,184564,31905,16441,89329,150444,25989,15536,20.5,31.6,29.2,43.0,318,172,71
2021-04-06,1741.5,gc_futuro,463353,275703,86194,43153,98196,312995,46301,21011,121563,55091,26229,65739,201927,20541,11916,90527,154140,31103,16924,21.1,32.8,30.6,46.3,323,179,67
2021-04-13,1746.2,gc_futuro,460733,269513,88639,42820,100227,309015,48173,20259,112070,58263,24810,67517,201253,21125,11585,86637,157443,30376,18010,22.2,32.8,31.7,46.2,329,183,69
2021-04-20,1777.3,gc_futuro,471738,275985,94487,44475,100905,314098,50373,18678,116843,60419,25335,67853,205281,21297,11755,87520,159142,34068,19140,22.6,32.5,31.9,45.5,329,187,60
2021-04-27,1778.0,gc_futuro,473305,270717,100098,44657,103732,310909,54199,17641,117144,66493,25430,69531,204982,22659,11542,83268,153573,33605,19227,20.9,31.6,30.3,44.5,322,181,62
2021-05-04,1775.8,gc_futuro,470341,270194,99453,45060,103961,305884,51126,19944,117434,63809,25208,68469,203149,24449,11043,78286,152760,35644,19852,19.1,30.9,28.3,43.6,320,184,60
2021-05-11,1835.9,gc_futuro,498693,282161,89906,50381,111751,338835,54400,19571,131295,49680,27128,67146,223439,28246,16359,87150,150866,40226,23253,17.4,30.4,26.2,43.4,330,200,55
2021-05-18,1867.8,gc_futuro,520410,290267,91378,53158,121839,354740,55146,21134,141776,49786,27418,67198,234935,35672,18969,84133,148491,41592,25740,16.5,29.1,24.6,42.4,353,213,54
2021-05-25,1898.1,gc_futuro,510164,288266,73624,51363,111024,361893,59511,23284,143862,36607,29878,68215,240624,30283,12526,90986,144404,37017,21485,16.8,28.5,24.5,42.4,347,208,56
2021-06-01,1902.9,gc_futuro,489198,288826,75125,44080,102986,351161,53306,18832,147270,37297,28107,64564,242936,27405,11017,80820,141556,37828,15973,17.4,28.3,25.2,43.3,340,202,58
2021-06-08,1892.2,gc_futuro,491858,288781,79394,45752,103496,348302,53829,18410,145037,37373,26830,63894,243644,25774,13828,78884,143744,42021,18922,17.5,28.6,25.3,43.7,334,190,64
2021-06-15,1854.5,gc_futuro,480127,273947,81911,43537,106323,337549,56320,17130,138546,41754,25408,65057,232142,26061,15205,79346,135401,40157,18129,18.1,28.7,26.0,43.7,334,190,64
2021-06-22,1776.3,gc_futuro,453940,253153,86939,41805,105830,308212,53152,16984,110038,47502,25441,66653,212825,24697,14480,70690,143115,39437,16364,18.8,30.6,27.2,45.6,319,176,65
2021-06-29,1762.8,gc_futuro,453360,254206,91980,40708,107398,302518,51048,18154,115438,54056,23930,67200,207865,25681,14517,68972,138768,37924,16778,18.7,30.3,27.2,45.3,309,171,60
2021-07-06,1793.5,gc_futuro,465811,270545,87724,37663,107675,322401,49928,18023,131218,53258,21212,66765,220641,26752,14158,75008,139327,34466,16451,18.5,30.5,27.4,45.4,314,186,55
2021-07-13,1809.4,gc_futuro,495798,275543,84707,57737,112439,333467,50079,19887,135938,49647,22119,66111,225970,31571,14757,75926,139605,35060,35618,17.2,28.7,25.2,42.8,318,189,51
2021-07-20,1810.9,gc_futuro,490520,277312,81340,40467,123541,352089,49200,16624,135163,44735,20020,67561,232279,41613,14367,78197,142149,36605,20447,17.6,29.5,25.7,43.6,319,191,50
2021-07-27,1799.5,gc_futuro,500187,273688,74300,61921,116498,345312,48080,18654,131635,41405,44240,67644,240172,34980,13874,70160,142053,32895,17681,16.7,29.7,24.9,43.3,312,191,45
2021-08-03,1810.1,gc_futuro,485663,273143,76808,39580,121349,352633,51591,16642,132920,43047,20460,73284,248169,30638,17427,73826,140223,33761,19120,17.1,31.4,25.5,47.0,308,192,41
2021-08-10,1728.8,gc_futuro,477232,277260,108854,27767,124720,320361,47485,20250,111892,76489,13028,72207,220217,37169,15344,62975,165368,32365,14739,19.6,30.3,29.3,46.3,310,171,65
2021-08-17,1785.0,gc_futuro,485485,284437,92895,33432,123301,337301,44315,21857,117272,58194,15999,73900,236064,34852,14549,66385,167165,34701,17433,21.6,30.6,31.3,46.1,306,169,64
2021-08-24,1805.6,gc_futuro,504735,299084,88431,38033,123101,357779,44517,20492,126636,51192,18282,73832,253344,34864,14405,69571,172448,37239,19751,22.5,30.5,31.7,46.0,311,179,58
2021-08-31,1815.0,gc_futuro,507113,311004,94454,32699,119896,360408,43514,19552,136555,54878,16704,72573,260344,33743,13580,66321,174449,39576,15995,24.0,30.5,33.2,46.5,316,176,62
2021-09-07,1795.9,gc_futuro,506772,306017,99978,31635,119906,355714,49214,19445,129044,61449,15967,72865,256098,32818,14223,66798,176973,38529,15668,23.9,30.1,33.1,46.7,311,172,62
2021-09-14,1804.7,gc_futuro,506356,306988,99228,33119,119152,353403,47097,20606,130837,59615,17532,72791,253005,33212,13149,67186,176151,39613,15587,23.7,30.4,33.1,47.0,306,172,62
2021-09-21,1776.0,gc_futuro,492765,296670,109023,31152,119307,331951,45636,20639,119777,72933,15992,72105,237936,32113,15089,61902,176893,36090,15160,24.1,30.4,33.8,46.4,302,151,74
2021-09-28,1735.8,gc_futuro,490858,293814,125415,28150,124073,314224,44821,23069,118923,88062,15651,72672,220963,32941,18460,60320,174891,37353,12499,23.8,28.7,33.5,44.6,303,149,79
2021-10-05,1759.6,gc_futuro,483789,295939,113357,29604,114229,317931,44017,22897,126745,72579,14011,77225,238119,22137,14867,57675,169194,40778,15593,24.1,30.0,34.0,46.7,305,163,68
2021-10-12,1758.3,gc_futuro,484382,298503,112964,31363,110697,318311,43819,21744,131668,73149,15031,77500,237274,18938,14259,62099,166835,39815,16332,24.0,30.0,34.1,46.8,319,164,77
2021-10-19,1769.7,gc_futuro,485974,299882,106533,32770,107128,326318,46194,20353,124560,66761,14554,76694,245232,17960,12474,63126,175322,39772,18216,24.1,29.7,34.1,46.9,314,170,69
2021-10-26,1792.7,gc_futuro,509794,313646,99086,45018,103423,343077,47707,22613,141280,54918,23815,72885,261444,17033,13505,64600,172366,44168,21203,23.0,28.2,32.8,45.4,327,182,68
2021-11-02,1788.7,gc_futuro,507616,311091,95962,49897,100692,340569,45936,21188,136944,51705,33020,71365,258921,15341,13986,66307,174147,44257,16877,23.7,27.6,33.3,45.3,323,179,69
2021-11-09,1830.2,gc_futuro,571025,341111,90930,74623,105197,380686,50094,24786,168133,42523,41247,68244,284933,19541,17412,76212,172978,48407,33376,21.0,26.2,29.9,42.3,338,193,67
2021-11-16,1853.6,gc_futuro,612612,360529,100749,74271,125758,413297,52054,24295,185468,43083,48971,68512,287857,39248,17998,86192,175061,57666,25300,20.0,25.6,28.6,40.7,360,206,70
2021-11-23,1783.5,gc_futuro,559823,326409,91998,57007,121027,388861,55380,21957,152273,46934,31273,67987,267295,38718,14322,82848,174136,45064,25734,21.4,27.3,29.9,44.1,317,188,53
2021-11-30,1773.6,gc_futuro,531868,310253,84393,50396,119562,378165,51657,18914,137469,45384,32991,70183,274963,35795,13584,67407,172784,39009,17405,22.6,27.1,31.3,45.5,302,178,51
2021-12-07,1782.6,gc_futuro,499307,300518,83333,47489,103942,349565,47358,18920,125067,44326,32682,76290,267766,15939,11713,65860,175451,39007,14807,24.6,28.1,33.5,47.6,305,173,54
2021-12-14,1770.4,gc_futuro,503709,298142,95741,49449,107421,338832,48697,19687,121492,58075,31775,76488,256376,19110,11823,63346,176650,37666,17674,24.3,27.0,33.2,46.1,310,170,62
2021-12-21,1787.9,gc_futuro,500846,296628,90817,49970,104997,341026,49251,19033,124120,52372,32774,74493,254729,18811,11693,67486,172508,38445,17196,24.5,27.2,33.3,46.4,308,177,58
2021-12-28,1810.2,gc_futuro,508912,303879,90723,50740,103172,348836,51121,18613,130389,46726,33455,74017,261528,18108,11047,69200,173490,43997,17285,24.1,27.0,32.7,45.9,306,179,54
2022-01-04,1814.0,gc_futuro,502717,296583,85228,56476,104258,341716,45400,19297,124252,44744,37276,74428,258411,18256,11574,65049,172331,40484,19200,23.5,26.3,32.2,45.0,318,173,66
2022-01-11,1818.6,gc_futuro,546516,290102,90365,91799,116292,341365,48323,22987,119297,44987,50002,81976,256343,19312,15004,65710,170805,45378,41797,21.0,24.3,29.6,41.2,327,180,71
2022-01-18,1812.3,gc_futuro,539204,290528,96321,68934,132764,353832,46978,20117,119807,48014,39932,87223,257329,26353,19188,70150,170721,48307,29002,21.1,24.9,30.0,41.6,326,176,73
2022-01-25,1852.7,gc_futuro,572078,313415,93264,77786,130208,379954,50669,21074,140640,39265,48912,86207,270183,30507,13494,79264,172775,53999,28874,19.8,26.4,28.0,41.6,334,189,69
2022-02-01,1800.3,gc_futuro,515331,275994,103852,64885,127633,328975,46819,17619,108309,58395,42396,95639,244648,18700,13294,65627,167685,45457,22489,21.4,27.2,31.4,44.7,322,184,67
2022-02-08,1826.6,gc_futuro,512842,279559,92853,62086,126328,337762,44869,20141,117234,47767,41506,97101,255044,16574,12653,66144,162325,45086,20580,21.5,27.9,31.3,45.1,314,173,72
2022-02-15,1854.8,gc_futuro,558645,313269,99656,71850,126837,365712,46689,21427,151530,43824,47013,97299,272492,15698,13840,77522,161739,55832,24837,19.8,27.8,28.7,43.4,321,174,72
2022-02-22,1906.1,gc_futuro,611488,350096,106948,82620,129682,399404,49090,22516,183356,44380,55800,97911,296722,17024,14747,85658,166740,62568,26820,18.7,27.6,27.3,41.8,357,197,81
2022-03-01,1942.4,gc_futuro,615600,354177,96555,83926,127231,413040,50266,22079,187215,38594,53992,95700,305695,12842,18689,94503,166962,57961,29934,18.1,29.0,26.5,42.9,348,199,69
2022-03-08,2040.1,gc_futuro,638502,364618,90230,78523,139397,446343,55964,23406,181510,38537,38554,100587,331456,15074,23736,99813,183108,51693,39969,18.1,29.5,26.4,43.7,344,200,62
2022-03-15,1928.5,gc_futuro,617605,346731,84943,65499,151045,448486,54330,18677,165597,39060,31328,96765,326768,27993,26287,93725,181134,45883,34171,18.7,29.9,27.4,45.0,340,210,56
2022-03-22,1920.7,gc_futuro,605191,328660,80628,68051,155039,436634,53441,19878,152589,37457,32756,103016,319698,23137,28886,93799,176071,43171,35295,19.1,29.6,28.3,44.6,327,202,51
2022-03-29,1912.0,gc_futuro,574521,327632,70036,64817,133050,418987,49022,20681,146486,38184,37384,89623,323634,25038,18389,70315,181146,31852,27433,19.1,31.6,27.6,46.8,328,206,45
2022-04-05,1922.9,gc_futuro,560666,324570,79029,59812,124506,403264,51778,18561,148320,46693,32241,87989,314403,17528,18989,71333,176250,32336,27571,18.9,32.1,27.6,48.1,326,202,51
2022-04-12,1972.1,gc_futuro,577639,338164,83877,58584,125627,413720,55264,21458,165244,48219,31725,88326,324690,17029,20272,72001,172920,35658,26859,17.7,31.5,26.3,47.3,351,225,44
2022-04-19,1955.7,gc_futuro,575202,330745,90988,60268,129157,404682,55032,19264,157560,56294,34469,89457,315033,17104,22596,72545,173185,34694,25799,17.6,31.5,26.3,47.4,341,209,51
2022-04-26,1901.4,gc_futuro,557785,310511,92487,68790,127546,376840,50938,19668,138215,57098,36063,90532,295653,14349,22665,66838,172296,35389,32727,17.6,31.5,26.9,47.9,331,205,49
2022-05-03,1868.8,gc_futuro,560441,293439,94271,84937,130795,362647,51270,18586,128828,60981,39883,92223,283894,15141,23431,63612,164611,33290,45054,17.3,29.7,26.4,46.2,332,199,56
2022-05-10,1839.9,gc_futuro,571447,288947,95632,98151,132251,360007,52098,17657,123931,61939,61863,89722,274577,20287,22242,65143,165016,33693,36288,16.7,27.9,25.0,43.6,334,191,62
2022-05-17,1818.2,gc_futuro,555756,283011,107651,84470,137687,344566,50588,19069,115572,72212,48635,89655,258977,23564,24468,62025,167439,35439,35835,17.2,27.0,25.4,43.0,316,189,54
2022-05-24,1865.1,gc_futuro,530098,282202,98389,70121,130364,342311,47411,19277,121174,60117,38533,88932,258869,20248,21184,63194,161028,38272,31588,18.2,27.9,26.8,44.6,317,190,53
2022-05-31,1842.7,gc_futuro,513722,269459,96870,62264,135360,335416,46639,19172,112731,61938,34212,87433,242190,27957,19970,65269,156728,34932,28052,18.2,26.5,27.0,43.4,307,177,59
2022-06-07,1847.5,gc_futuro,494130,270356,95088,62719,116965,316851,44090,19472,115215,57684,34946,83943,239287,16452,16570,61112,155141,37404,27773,18.7,26.5,27.7,43.8,318,184,61
2022-06-14,1809.5,gc_futuro,497456,266596,111998,63208,121926,300495,45726,21755,109111,72206,34898,90077,227591,16929,14920,55975,157485,39792,28310,18.8,24.7,28.4,41.6,321,181,71
2022-06-21,1834.6,gc_futuro,500276,268119,104832,67732,120045,306974,44380,20738,113220,63417,36961,89736,232476,17290,13019,57208,154899,41415,30771,18.7,24.2,28.1,41.3,320,189,64
2022-06-28,1817.5,gc_futuro,497005,268712,111019,66432,117038,299045,44823,20509,110850,74748,38340,88706,226926,14361,13971,57758,157862,36271,28092,19.6,24.6,29.0,41.4,315,177,68
2022-07-05,1761.8,gc_futuro,498210,267806,122146,68182,118289,283874,43933,24008,103472,86438,38833,88196,215291,14689,15404,53894,164334,35708,29349,19.1,24.7,28.3,40.8,329,184,72
2022-07-12,1723.3,gc_futuro,542493,251126,133005,107614,131170,268958,52583,32916,91669,97802,73944,88915,198634,24106,18149,46218,159457,35203,33670,17.3,21.2,26.1,34.9,310,160,78
2022-07-19,1710.0,gc_futuro,524786,241004,146049,88385,152103,264365,43294,25987,91056,109794,67378,91690,178909,38812,21601,46644,149948,36255,21007,16.0,20.1,25.3,33.6,309,162,74
2022-07-26,1717.7,gc_futuro,487515,241661,148971,61026,142007,250429,42821,27089,92216,111309,41752,90911,174168,35039,16057,41222,149445,37662,19274,17.1,21.1,27.1,35.8,303,158,81
2022-08-02,1771.1,gc_futuro,459649,242128,117802,52340,127700,263265,37481,26242,96634,80779,33380,87907,193085,25962,13831,44218,145494,37023,18960,18.1,23.7,27.5,38.9,303,159,80
2022-08-09,1794.0,gc_futuro,453540,242906,100055,50727,121980,276534,37927,26224,100013,59279,36807,83302,201395,25738,12940,49401,142893,40776,13920,18.1,24.7,27.2,40.6,295,151,77
2022-08-16,1773.2,gc_futuro,453960,238196,97032,55372,122566,276275,37826,25281,96765,60392,37551,82580,201765,25708,14278,48802,141431,36640,17821,17.7,24.9,27.0,40.8,297,151,79
2022-08-23,1746.8,gc_futuro,457762,237427,111580,55850,126193,264265,38292,26067,95850,73739,39072,84037,189922,27199,14957,47144,141577,37841,16778,17.5,23.8,26.6,38.7,309,162,80
2022-08-30,1723.2,gc_futuro,459165,235314,117580,58398,126535,256214,38918,26973,91761,79973,39811,86070,184402,25853,14612,45959,143553,37607,18587,17.6,23.3,26.9,37.9,309,156,89
2022-09-06,1700.4,gc_futuro,465908,231527,127670,65900,129683,243747,38798,28591,85842,92804,48627,87940,175944,26179,15564,41624,145685,34866,17273,17.6,21.7,26.7,36.0,318,161,93
2022-09-13,1705.0,gc_futuro,463674,225932,128588,70236,126950,237888,40556,26962,80300,98637,51000,88814,172633,25547,12589,39708,145632,29951,19236,17.5,21.6,26.3,35.8,315,156,95
2022-09-20,1659.7,gc_futuro,469395,214557,148835,72476,141862,217290,40500,30794,78544,115239,50131,96320,154084,29348,16194,33858,136013,33596,22345,17.1,20.2,25.6,33.6,335,160,106
2022-09-27,1626.7,gc_futuro,457061,207154,155073,70221,139361,201499,40325,30268,74171,117265,51269,95632,145147,28348,15381,28004,132983,37808,18952,17.1,19.2,25.4,32.2,329,154,104
2022-10-04,1721.1,gc_futuro,437065,215964,127579,67946,116451,212999,36704,28541,82806,89681,49981,92811,170207,11526,12114,31266,133158,37898,17965,18.4,21.7,27.3,36.3,319,163,91
2022-10-11,1678.7,gc_futuro,431395,212561,118141,68979,112867,216595,36988,27680,78365,83945,50752,89504,170564,11785,11578,34246,134196,34196,18227,18.6,23.0,27.6,37.9,319,161,92
2022-10-18,1649.0,gc_futuro,434701,210890,133934,69452,115073,205103,39286,26212,73344,99042,50402,88947,163412,11775,14351,29916,137546,34892,19050,18.6,22.8,27.2,38.1,315,153,95
2022-10-25,1652.8,gc_futuro,456072,212853,144821,80497,123085,203298,39637,27456,72016,110804,51771,91650,161437,13399,18036,28462,140837,34017,28726,17.7,22.1,26.1,37.1,319,156,91
2022-11-01,1645.0,gc_futuro,467276,216341,151718,86687,125689,200471,38559,28400,78213,119614,58278,94979,160988,13455,17255,26028,138128,32104,28409,17.6,22.3,26.0,36.9,324,164,91
2022-11-08,1712.1,gc_futuro,488471,223135,140797,101104,126187,217331,38045,29239,88059,104405,69205,94889,167447,14560,16738,35324,135076,36392,31899,17.2,21.9,25.3,36.3,330,170,88
